,ID_INTERVISTATO,OVS.7_10_E_SMS
8352,6333_9_2ae667092dd9f69591174ae34fb55463,È stato molto in gamba il tecnico che è intervento.. Attento non sottovalutato nulla ha fatto varie prove prima di andarsene e ha risolto il problema
8353,6333_9_2b04bdbeb7cbd70aefe0ee5cec04ffa5,Sono stato aiutato tantissimo per la risoluzione del problema
8354,6333_9_2b12ca0cbc16cdd23d4cce7dccd11e31,"Tempestività,gentilezza e cortesia"
8359,6333_9_2b799c345faa7ce24dda97f2579197d9,"Veloci, precisi e gentili."
8360,6333_9_2ba1d2cd50a2ed1adae2468c1f18257e,Assistenza e gentilezza
8361,6333_9_2bb0f9b125547704b0d1368f1b817b7c,Tutta la procedura perfetta. Il problema di lentezza dell’adsl è risolto solo in parte ma per il tecnico dipende dagli apparati (home plug) che ho in casa.
8362,6333_9_2bb55515eab9fcc6d9c265834e2825f9,"Sempre informazioni discordanti, suggerite dalla scarsa competenza degli operatori e la mancanza di un sistema centralizzato efficiente di gestione del cliente."
8363,6333_9_2bbaab7f9075970ec312c6d9cf3eb0fa,Celerità di informazioni sull'iter dell'intervento e rapida risoluzione del guasto
8364,6333_9_2bc5ec82330a1496340db0bdf5766e8b,Soddisfatto
8368,6333_9_2c05814cdb41962587c4c183577cd34a,Perché tutto è stato risolto
8371,6333_9_2c1eec94f9cb9665fdae05114b832b5b,Per cortesia
8372,6333_9_2c20b6e183bafbf9288b00b8ba5f3062,Disponibilità e cortesia nell'ascoltare le problematiche del cliente
8373,6333_9_2c286d69614aa641a08121969116369e,Tempestivi
8374,6333_9_2c292e94e7d94cd0b7ebf3e2bf173aa8,Per aver atteso in Linea
8375,6333_9_2c5b80f41f9c49eb814e3422f38cfa7f,I tecnici con cui ho parlato sono stati disponibili gentili e professionali
8376,6333_9_2c60bce1bbb6f4071e3d4e7022cdeebd,"Efficiente, ma preferisco parlare con un operatore piuttosto che affidarmi al combinatore telefonico"
8377,6333_9_2c68ead37d9daf68f0061ec2b30aea2e,La soluzione é arrivata in tempi accettabili
8379,6333_9_2c87077cb284dd1730d4664fab5aaca5,Per la media voto
8381,6333_9_2cb84377d31d15950dc59d40a0bdb4cf,"L'operatore ha immediatamente attivato l'assistenza. Dopo circa 2 ore sono stato contratto dal tecnico che ha fatto le verifiche e ha compreso il problema, per poi procedere alla risoluzione"
8382,6333_9_2ccfb66747866648207fc332f8fc13f6,Perché è stata rispettata la tempistica prevista
8383,6333_9_2cf18fdfd3e2d08bb0973ee42804b679,Perché il servizio è stato tempestivo
8386,6333_9_2d6c60dca2addbd9dce7b5389ed8df34,Perché lo ritengo giusto.
8387,6333_9_2d77b1c356d594d8980bf665a8073e21,La competenza del tecnico
8388,6333_9_2d80bfea0e97fd37d04f15024720dfd1,Aaaaaaaa
8389,6333_9_2d814d3b39656c45ea16d8179482b0e5,L’ultima volta sono stati celeri
8390,6333_9_2dbbf360b2ac6611f58949c181f08a42,Perché sono soddisfatto per come è stata gestito il problema.
8392,6333_9_2ddb273bc06c855758646d9344f5f5e9,Perché e’ stato tutto rispetto sia di tempo che di lavoro svolto  Così uno deve lavorare  Grazie
8393,6333_9_2e3466c6fd4f46dfe0a0b8200479b990,Competenza e cortesia
8395,6333_9_2e36c90e7ba755707717e4fb0c6b77a1,Operatori molto gentili e premurosi ma gestione tecnica imperscrutabile
8397,6333_9_2e40f1bfd6ddfb03eaa566746ec2bc5d,Efficienti
8398,6333_9_2e46dbf145b5e44454a1dd3a2e291ef1,Sono stati ottimi e bravi ¿¿¿
8399,6333_9_2e4cd1dd85bfdddc5772c19e9b795a52,Si è svolto il tutto abbastanza celermente
8400,6333_9_2e59b52f17bec1aa68cc7aaa2c784ed4,Buon servizio
8402,6333_9_2e76db5fc4ed4de4f202217467293ec7,Per la professionalita
8403,6333_9_2e86fc7a12a2d93d4648f1e88bf1473a,Operator qualificato e gentile
8406,6333_9_2eb8b84ce5665655adf84e84bcf79dcb,Gentili e precisi
8408,6333_9_2ec4c1780679ade3311229bbb66e52fe,"Per la gentilezza degli operatori, il resto del servizio lascia a desiderare"
8410,6333_9_2ee29faaf047203e5f4e3e8a0fe82c5d,Antonio ha stato molto bravo in aiutarmi risolvere la problems che avevo del primo giorno del installazione di modem
8411,6333_9_2ee85a3e0b90d273bdba7fcb835681ab,"Sono stati gentili e abbastanza veloci, non ho apprezzato di dovermi interfacciare con un risponditore automatico"
8413,6333_9_2eed68bf86639a1412c2e8785cbf41e3,"È stata gestita con gentilezza, hanno risposto con precisione alle mie domande"
8414,6333_9_2f099e985e8435f410748ebc1a93dee8,Perché nel complesso funziona come sistema e un ritardo di qualche ora può accedere a tutti
8416,6333_9_2f1561f1b0daa40f95cbb172200c7ee2,Risoluzione non rapida
8417,6333_9_2f56d01e5f3c678d105574db6fd49e41,Soddisfatto di tutto. Grazie
8422,6333_9_2ff100d5984846dba229c6ec0ccf4849,Servizio veloce ed efficiente
8424,6333_9_30101dfb7bf65f1a4a51ed0f1466657d,Celebrità. Cortesia. Competenza
8428,6333_9_304dc3276a1a9d997610fef1a01df531,È un'azienda seria
8430,6333_9_308c3710de8ad29e95f5e2b6619fb15b,Perché siete stati efficienti
8431,6333_9_30950558f7a2aa89ba3813ebbf502c00,Personale gentile e italiano
8432,6333_9_309c0ec8d73e1236baa2c2207166eef8,Soddisfatto del servizio ricevuto
8433,6333_9_30a0bb86c073090f4dabb89bfce51f45,Tutto ok
8434,6333_9_30a2444318d04898dabdacff01eab247,Il guasto riguardava un problema generale della zona
8435,6333_9_30ac7461acc6df2e171cb1dd6a03fd63,Risposta rapida ed adeguata
8436,6333_9_30aeeed913de684786a771ee6c3c597c,Per l’impegno del tecnico venuto
8437,6333_9_30aff8332c848a2175f6238c5d2d2d3a,X
8438,6333_9_30b48ecc61e4da0249d8ed7713ded5f0,Nonostante la professionalità dimostrata il problema non si è completamente risolto.
8440,6333_9_30f4fd228062b0b0a50792279572feb1,Cortesia e gentilezza dell'operatore e velocità nella risoluzione del guasto.
8441,6333_9_30ff6d52ad3401e8956cdcb6dbeff8f0,Velocita
8443,6333_9_311afe3947ea08139be8676ecc244b87,Per la cortesia e risoluzione del problema
8444,6333_9_3130388f6391b5704a1125cb9658de68,L'operatore è stato risolutivo
8446,6333_9_314d0eb8bf8e3db90ef891fc9cc1fb0c,"È la settima volta che viene segnalato, ogni tecnico sembra fare un pezzetto e dopo qualche giorno che tutto funziona il problema si ripresenta. Inoltre abbiamo gli armadi fibra da luglio spenti"
8447,6333_9_31638bf1d9655009db40aa73fc141294,"Darei un 10 al secondo Operatore è un 5 al Primo comunque poi ho risolto spero che L aggiornamento la prossima volta avvenga senza una chiamata  visto che lo capito alle 20,30 la sera  problema vostro"
8449,6333_9_316fc842b7bfe341f308979f3d67a550,"Solo perche l’ultimo tecnico che venuto(tre volte ho avuto problemi con vostra linea) e stato molto gentile,molto impegniato con îl suo lavoro,molto serio!"
8450,6333_9_3179a494d0b99bb4f085f998ec16a5be,Contento
8451,6333_9_319b5ed57b042e1ff104b1d291a28da2,Cortesia e rapidità
8452,6333_9_31c3eea24bed97d8d3a1d6d6e3250867,Opertore molto gentile e preparato ma durata della telefonata decisamente lunga
8453,6333_9_31d26404bf52efa95d266a3671e1a445,"Nonostante abbia segnalato dall'inizio che fosse il modem ad essere difettoso,è stato prima ipotizzato che fosse un mio problema è poi dopo aver esplicitamente richiesto il nuovo modem,abbiamo risolto"
8454,6333_9_31dcc044ee6fa5c55ff22c37479e8f75,Cortese e chiaro
8455,6333_9_31e6ebc745913f52e24e3a8d9a355e09,"Essendo un’utenza  Business tutto è più veloce, da privato è un calvario"
8456,6333_9_31e7110f18be004c60dfd437ef55abee,Sono soddisfatto
8457,6333_9_31e76c11bceab56536b3ea9c34947f5d,Competenza operatori
8458,6333_9_31f53babf7f0526bbaf464bb909df16a,Tempi un po' lunghi ma il problema è stato risolto
8460,6333_9_321544541bab1958cfa8fdcdd20c52cd,Sono soddisfatto
8461,6333_9_3223152551b3faae153d74e32b6ce0f6,Sono stati rispettati i tempi di risoluzione
8464,6333_9_32539e9fb4f70bcf7bcbc92b5ee0c91e,Ho dato questo voto perché ho trovato disponibilità ed efficienza
8465,6333_9_3259a81d02169ad3adccaeca6d05a79c,Per le 4 telefonate.il tecnico che é venuto é stato efficiente e gentile
8468,6333_9_328129a8c886c0e9b7767c972a15a4bf,Velocità  di risoluzione guasto
8469,6333_9_3299d4d2edc64b66ce3aee68931d429d,Sono stati scelti a risolvere il problema
8472,6333_9_32d3ae74af628603c386246702d14e86,É stato un intervento veloce e professionale
8474,6333_9_3301386df1eceac32033a819d03cd3da,Celeri nella soluzione
8475,6333_9_334b0b71309cd9eb4c3f7c5255019ef6,Il problema è stato risolto subito.
8476,6333_9_33539bb5b7fe415ba7d2367f69216f0f,"L’operatrice telefonica, molto gentile e brava!!"
8477,6333_9_335d637d5e87ebd80ead91c2769e8e48,Efficenza
8478,6333_9_33c60bf447de58c427d1d09a1c372331,Sono abbastanza contento del servizio problemi solo con il primo contatto telefonico
8479,6333_9_33d2a0f243a6bd86c448f76d2b4d67a0,Pur essendo tecnicamente nei parametri contrattuali il servizio non era soddisfacente
8480,6333_9_33d8bf2beed18aac845e905604d6064b,Cortesia professionalita'
8484,6333_9_34153319c31871a38682f317dee30bf1,Velocità
8487,6333_9_343d2cdae8e16e2f3544d4e1d8283d14,perché  il guasto è stato risolto ma è la seconda volta in pochi giorni
8488,6333_9_34439a12f7f1c30ead0309959f5400eb,Per la professionalità
8492,6333_9_34d5b5cd2f2a2a2022b842e7fcce56f4,Sia l’operatore alla seconda telefonata e al tecnico che è passato il giorno dopo sono stati gentilissimi ma come segnalato sopra non si può risolvere un problema dopo 12 ore
8495,6333_9_3508a4e4e627b89dca670e7089b4d3d0,Celerità e cortesia nella risoluzione del problema.
8497,6333_9_3545be4d4206093079c9391992292d12,"Servizio professionale ma freddo, a partire dal risponditore automatico e fino alle due telefonate ricevute da operatore, comunque nulla da dire sui tempi previsti per la riparazione."
8500,6333_9_358910a3881d40d2879226fd2e4621a3,Buono servizio
8501,6333_9_358b3298ded3669c7b316251a57c97cc,Tutto risolto in breve tempo
8504,6333_9_35e9c5c01fc1d9e4ebdff121c6b22762,Ottimo servizio Anche se il problema si è ripresentato dopo '
8508,6333_9_3633713113edff07e91fe7077355d12b,"L'operatrice è stata esaustiva, rapida e competente. Il tecnico ha rilevato e compreso il guasto in pochissimo tempo."
8509,6333_9_36431abae7ea838440787af56af35b4b,Perche l'intervento e' andato a bion fine senza intoppi
8510,6333_9_3659815b5423e933fa82dc9cef736dd4,Buona rispondenza al problema
8513,6333_9_368725d2e708f3a9cb9fdbaa82387878,Abcd
8514,6333_9_36948f19b94208a190030af577df26b3,Perché ho notato che funzionate
8518,6333_9_36c6fbf510e864f78ca4548858ebf765,Buona volontà dei tecnici
8521,6333_9_36f723877fd9194e238aba092fa9191f,Rapidità e efficienza
8524,6333_9_3715171d297418f77f4e37ce9622ac3a,Ultimamente capita spesso che la linea abbia problemi.
8525,6333_9_3726cf08073e4f27c1f116799f30d7ec,"Perché, tutto sommato il vostro servizio è uno dei migliori, però non posso dare il massimo , perché le bollette sono le più care ."
8526,6333_9_372854b1fc85d4dd815120276d192b3f,Mi sono trovato sempre bene con l'assistenza
8527,6333_9_377953e3ac5f8d31cefaf5e3d46b3244,Il problema è rimasto
8532,6333_9_37e385a315bcfa20ea23ded8bb0475c9,Sono soddisfatto
8533,6333_9_37e85c4ed33fe7de7075d05e0bfd202f,Contento dell'assistenza. Veloce.
8535,6333_9_37f8879ed4d060d8248d4644aa9043bd,Non accettava la password che era quella originale ma mi è stato fatto pagare l’intervento. Non ne capisco il motivo
8536,6333_9_380d758d97863339ac3ab6dc321d214c,Per il ritardo nella risoluzione del problema
8537,6333_9_38254f24416728e52e1ae977bf4fed77,Hanno risolto il guasto molto velocemente. Per migliorare dovrebbero segnalare il guasto con un messaggio registrato ai ns/ Clienti quando chiamano.
8538,6333_9_382803c686eed07e0fb091e25e559df8,Il problema si ripresenta spesso
8539,6333_9_38294abc6ea308450c1bbe6aefff9b4e,Rapidità
8542,6333_9_388207ec1926c000a9287befc4dae981,Per l”affidabilità e la velocità
8543,6333_9_3889aa7e874a44b6c1989f088eebea26,Bho
8544,6333_9_38a3354e6063a8872be49702e8df6df5,"Dalla Prima segnalazione del guasto alla verifica è passata mezza giornata, dopodiché tutto è andato a buon fine"
8545,6333_9_38afe36d0e9d363b13a864028b690821,Buon servizio
8546,6333_9_38b67e4c680de5939ad9b683d1e8e484,Gentilezza e competenza
8547,6333_9_38b9e2c904e609083d4c2bd40aeeec0f,Per me e stato un servizio efficiente
8549,6333_9_39002ea8ddea6f3c49c1b156cbb6c9b9,Ritengo corrisponda alla qualità e celerità del servizio.
8550,6333_9_3911bb4620190b70f22f6dd748cc624c,Immediata risoluzione del problema dalla centrale
8553,6333_9_3976712ee3cc34956f0586d48b945575,Son stato deviato ad un call centerbe albanese dove mi ha risposto una operatrice 119 nonostante avessi telefonato al 191. In ogni caso non apprezzo l'utilizzo di call centerbe stranieri.
8557,6333_9_398ae6fd5e76b9025e8ff06ca761c865,Gentile e professionale
8558,6333_9_399e1dde3159e48d0d4aa48c48ac4dff,Per la gentilezza dell’operatore.
8561,6333_9_39bf70924545bf635caf361fff522b47,Sono soddisfatto del servizio
8563,6333_9_3a2275a0dda435d46905206a6d1a7dd2,Per la professionalità  e cortesia degli operatori
8565,6333_9_3a2f044f706f2260b8a385a8060beeff,Bravi
8566,6333_9_3a4f7110d69382f82d1d7950da0757a6,Hanno rispettato tempi e ciò che mi avevano detto
8568,6333_9_3a7f1948b4d252bd68a82debe1b9fe22,Velocità e preparazione del tecnico
8569,6333_9_3a8ad3ede82d8c49764321ae4049256e,Caso risolto velocemente
8570,6333_9_3a94620f48e2108826b7e619e05094be,Per la tempestivita' e la cortesia.
8571,6333_9_3abb0952e79f70eaee0d1b4a6273cd42,Perché soddisfatta
8572,6333_9_3abf338c2dd65b95a2bd894b4cfd7bde,Gentile lopetatore
8573,6333_9_3acfc4e833e3502f09402e631beb3706,Risoluzione immediata del problema
8574,6333_9_3ad48f4c8e50b735d6e5b0a2523e063c,Perché nel complesso sono rimasta estremamente soddisfatto dell intervento
8576,6333_9_3aed29c0ef21064941a8e043786a1d34,Buono ma non eccellente
8577,6333_9_3af1872c66f25e7a63950866bdca8ff8,L'operatrice è stata molto corretta
8578,6333_9_3afcac826a7095f47194aabd7ed1c89c,Soddisfatto
8579,6333_9_3b08331a2bebc63121eb988c8d413686,La risoluzione del problema è avvenuto con notevole ritardo anche se purtroppo il problema era su un area molto vasta
8580,6333_9_3b377c45bda097594e1955b9520ef2d3,Risoluzione rapida
8582,6333_9_3b3af002e89b2058d645e36a8751a511,Gli operatori sono gentili e puntuale ma il problema è sempre presente.
8584,6333_9_3b66e2b5dff73152a718b572c1f1d132,Il disservizio è stato risolto nei modi e nei tempi indicati dall’operatore
8588,6333_9_3c2994563d99be1c690eee831ada08df,L'operatore è stato gentile e disponibile
8591,6333_9_3c348e49f7be5fe0a939d12777159085,Gentilezza e cortesia
8593,6333_9_3c802ca40bd0987ef9201e95a0e5578f,Risoluzione del problema in giornata
8596,6333_9_3c94df899af1db028c5d574b6513b3ea,Sono soddisfatto.
8599,6333_9_3cb84dc526ffd825056d148c640cda64,Immediata risoluzione del problema
8606,6333_9_3d498a7f1a344066b90b4bb9e8f62869,Il problema si è risolto da solo riavviando il modem
8607,6333_9_3d5fcfd9976fbbf92e308d25d5a40978,Per la gentilezza e la competenza con cui è stato risolto il problema.
8608,6333_9_3d8b532a70763eb19dd9b30c5db51629,Il tecnico ha chiamato e telefonicamente con la mia collaborazione siamo venuti a capo del problema. È stato gentile e paziente.
8609,6333_9_3dc6055550d9df96f09925075a649d48,"tutto bene, meglio del solito, veloci ed efficenti"
8611,6333_9_3dd3cd8f614c6da1b15f55fbce0aad56,Professionalità e competenza
8612,6333_9_3dd737d22bc544c0a5e06603e4d00586,Perché sono stato seguito bene nonostante il problema non fosse risolvibile.  Ho avuto consigli su cosa poter fare e tutti gli operatori contattati si sono dimostrati cordiali e professionali
8613,6333_9_3dffba71883045911805e8c046c5e55b,Velocità di intervento è risoluzione positiva del problema
8614,6333_9_3e04cf0c829fa420f8cbcfc462eb6cea,Sono trent’anni che sono in Telecom/Tim e sono soddisfattissimo Saluti
8617,6333_9_3e558e6c0912a6e9dc29695b0ee7f85a,L operatore di stamattina 26 marzo ha subito rimosso  trasferirmento chiamata quello del 24/03 ha detto che entro un ora sarebbe stato tolto e dopo 2 gg ancora c era
8620,6333_9_3ebf6530bfafdebce374540fdf9415e3,"Il tecnico era veramente bravo, gentile e paziente. Un punto ho tolto per motivi segnalazione guasto.Ho chiamato 2 numeri verdi e 3 numero verde era quel giusto."
8622,6333_9_3ee2d8c642035bb0d0fce1773bd16fdd,Disponibilità operatore
8623,6333_9_3f1a687402d0107086cd70116acae40d,Sono stato contattato da due operatori diversi che non sapevano l'uno dell'altro...!
8624,6333_9_3f2020f76c40801972267f9756397a48,Ottimo in tutto
8625,6333_9_3f3ceca86eebcfed0151659290723ecd,Perché probabilmente non si può fare niente Tanto sicuramente è un problema legato agli antivirus che danno delle segnalazioni non corrette Grazie
8627,6333_9_3f8c15f00e41c85bbe9f4ed5d0e3b5c2,Per la cortesia dell operatore
8628,6333_9_3f97f05c471032c5408cb44d73f352ea,Nel complesso soddisfacente ma ho constatato che il problema era già esistente e per la risoluzione ho dovuto segnalare e sollecitare il centro asistenza
8630,6333_9_3f9f8f4dda6cb54486d20b445af45818,Perché anche ADSL non funzionava e ho perso vendite a causa del non funzionamento del POS. È poi c'è sempre spazio per migliorare.
8631,6333_9_3fb4204d6a31689301c009f8629d1969,Sono soddisfatto
8632,6333_9_3fbb8f191d133bb8538f815cd529c348,cortesia disponibilita e professionalita
8633,6333_9_3fc72a9adce0c1c41822fa284f608f22,Perché nel momento in cui è stato capito e individuato il problema il tecnico Tim è intervenuto con sollecitudine e competenza configurandomi il modem secondo i dettami da noi richiesti per ns esigenz
8634,6333_9_3fd246f90529316f5d16bb5bb0a8ba7d,Il primo operatore era preparato per inserimento trasferimento chiamata su guasto
8635,6333_9_400de445b9e5cd17083cdc670e78478d,La competenza
8636,6333_9_40134753b4037c9b0c9d23a0ec28f50f,Veloci e puntuali
8641,6333_9_406d9dc120b960978b732f0228558fde,Velocità della risoluzione del problema
8643,6333_9_4072a2b5a6cbb60965566cd1dd901f3c,Molto efficiente
8644,6333_9_4074f32c1a5b1cc6ee06b4e37f2eae0e,Individuato subito problema è risolto nei tempi
8646,6333_9_40991c4daa6e8fbbb1bb325158499d54,"Professione, serietà e tempi di risoluzione del problema."
8647,6333_9_409a043e97f208d3f99425d2b9559d1f,Tutto ottimo
8648,6333_9_409d048295cf3d8ae71f67afae48d28b,Sono stati molto disponibili nelle informazioni che ho chiesto
8650,6333_9_40b18cfecd1480bc60fca29ec00410b1,Rispettato i tempi e sono rimasti in contatto per tutto il periodo dell’assist
8655,6333_9_40fb79c8497c345b0b4748abae244434,Mi sembra giusto
8656,6333_9_411f6d004b847e74becabb04fed1a11b,.
8657,6333_9_414c14698cf561ac23819d7ac3a2ffbc,Intervento tempestivo e risolto
8658,6333_9_414ede480f750d0d476923b21c336617,nessuno
8659,6333_9_41615330f5d9f1046373117e829c9941,"Con la speranza che venga risolto anche il problema, tutt'ora esistente delle telefonate in entrata"
8668,6333_9_41c674d8ab32a8bc5bf3ac0c9007d962,"Ho dato questa valutazione perché gli operatori sono stati esaustivi, per quanto riguarda tutta la serie di problemi alla centralina che crea disservizi  spero che li risolviate al meglio e presto"
8673,6333_9_421a2446319410658b485f31cd4dd6c9,Ccc
8674,6333_9_4236c705f86ce87b1cae936724a6cd0c,Soddisfatto anche se si è riprentato ilguasto in centrale in 15 giorni .
8675,6333_9_42458eb143c3ef4ac1dcc1814c786e98,"Il voto relativo alla richiesta non dipende da un operatore in particolare, la presenza degli operatori stranieri ( qualche volta anche italiani) non sono preparati per risolvere i problemi."
